------header-------
 96,0.07742509,-0.05873433,0.51803321,-0.02992670,-0.50591094,0.01989334,-0.25141320,-0.35287683,-0.58645090,2
147,-0.22292874,0.29722782,0.67786267,-0.67236570,0.15408332,-0.59486115,-0.25141320,-0.35287683,-0.58645090,3
  9,0.26885940,0.77593553,0.62226982,-0.15038401,-0.73885009,0.09673765,-0.46270693,-0.35287683,-0.58645090,1
171,1.75742617,0.03946213,-1.86551055,0.27121658,-0.55767520,-0.27211504,2.31228399,-0.35287683,-0.58645090,5
109,1.27223922,1.25464325,-1.86551055,-0.89320411,0.02467268,-0.61023002,1.80517905,-0.35287683,0.23650315,2
102,-0.35165181,-1.29846456,0.02464660,0.37159768,0.28349396,0.31190172,0.19230362,-0.35287683,-0.58645090,2
 82,-0.80383284,-0.19375445,0.53193142,-0.02992670,0.67172588,0.17358196,-0.77260439,-0.35287683,-0.58645090,2
 21,-0.28563998,-0.72156039,0.60142249,0.09053061,0.12820119,0.06599993,-0.30775820,-0.35287683,1.36806497,1
105,1.89275042,0.51816984,0.14973053,-0.55190839,-1.94236904,-0.64096774,1.29103099,-0.35287683,-0.58645090,2
153,-0.18992282,0.28495326,0.67091357,-1.59587177,0.45172779,-0.67170546,-0.01899011,-0.35287683,-0.58645090,3
 90,-0.64870504,-1.05297342,0.55277874,0.85342693,0.74937227,0.20431969,-0.61765566,-0.35287683,0.33937241,2
 73,-0.80383284,-0.39014736,0.62921892,0.15075927,0.58113843,0.26579514,-0.79373376,-0.35287683,-0.58645090,2
 44,1.23263212,0.39542427,0.80294660,-1.45533824,-1.15296414,-0.50264798,0.55150295,-0.35287683,-0.58645090,1
198,-0.36155358,1.58605628,-1.86551055,1.79700922,0.81407759,-0.76391864,-0.00490386,0.97761765,-0.58645090,7
199,-1.00846952,1.19327046,-1.86551055,2.43944822,0.58113843,-0.70244319,0.08665676,0.93729964,-0.58645090,7
 35,-0.17672046,-0.88112963,0.59447339,-0.21061267,0.38702247,0.11210651,-0.14576634,-0.35287683,-0.58645090,1
169,-0.56288966,-0.67246217,-1.86551055,0.77312206,1.59054143,0.72686101,0.85435729,-0.35287683,-0.58645090,5
152,0.95868303,1.11962312,0.84464125,-1.23449983,-1.48943180,-0.76391864,0.37542485,-0.35287683,-0.58645090,3
189,1.35475401,1.78244919,-0.33670697,1.23487509,-3.09412374,0.40411490,0.56558920,-0.35287683,-0.58645090,7
116,0.03121681,0.00263846,0.83769214,-0.23068889,-0.35061817,0.01989334,-0.47679318,-0.35287683,-0.58645090,2
  7,-0.30874412,-0.13238167,0.63616803,-0.61213705,0.56819737,0.12747538,-0.55426754,-0.35287683,-0.58645090,1
123,-0.49357724,-0.21830357,0.59447339,0.07045439,0.24467077,0.09673765,-0.60356941,-0.35287683,-0.58645090,2
 29,-0.22622933,-1.04069887,0.58057517,-0.02992670,0.64584375,0.11210651,-0.29367195,-0.35287683,-0.58645090,1
164,-1.06457957,0.73911186,-0.00314983,4.12585061,-3.57294311,1.81805023,-2.17418609,4.08210477,-0.58645090,5
104,2.93243675,0.48134617,0.32345821,-1.57579555,-2.69295075,-0.64096774,1.88969654,-0.35287683,-0.58645090,2
191,-0.73782101,0.57954262,-0.62856947,0.69281718,0.58113843,-0.76391864,-0.20211133,1.17920772,-0.58645090,7
 22,0.42728779,1.67197817,0.74040464,-2.31861565,-0.81649648,-0.71781205,0.03031176,-0.35287683,-0.58645090,1
180,0.05102036,0.83730832,-0.34365608,0.43182633,0.02467268,-0.76391864,0.25569174,-0.35287683,-0.58645090,6
154,-0.74772279,0.01491301,0.49718589,-0.45152730,0.05055481,0.14284424,-0.44862068,-0.35287683,-0.58645090,3
 84,-0.80053225,-0.39014736,0.58057517,0.21098793,0.28349396,0.28116400,-0.63878503,-0.35287683,0.33937241,2
 78,-0.69161273,-0.50061837,0.62226982,0.19091171,0.23172971,0.17358196,-0.64582815,-0.35287683,-0.58645090,2
